대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
202501,636,636. 세종대왕기념관 교차로,일일권,M,20대,1,143.93,0.84,3634.55,27
202501,636,636. 세종대왕기념관 교차로,일일권,M,30대,1,47.1,0.28,1189.28,7
202501,636,636. 세종대왕기념관 교차로,일일권,M,~10대,2,182.75,1.65,7099.67,60
202501,636,636. 세종대왕기념관 교차로,일일권,M,기타,3,302.18,2.08,8977.47,86
202501,636,636. 세종대왕기념관 교차로,일일권(비회원),,기타,5,171.04,1.53,6645.14,96
202501,636,636. 세종대왕기념관 교차로,정기권,,20대,15,720.19,6.06,26174.63,154
202501,636,636. 세종대왕기념관 교차로,정기권,,30대,4,147.83,1.23,5286.82,38
202501,636,636. 세종대왕기념관 교차로,정기권,,40대,16,1196.83,10.15,43797.64,426
202501,636,636. 세종대왕기념관 교차로,정기권,,50대,16,1101.37,8.68,37370.3,228
202501,636,636. 세종대왕기념관 교차로,정기권,,60대,2,50.13,0.42,1808.49,14
202501,636,636. 세종대왕기념관 교차로,정기권,,기타,8,91.2,1.08,4651.37,34
202501,636,636. 세종대왕기념관 교차로,정기권,F,20대,8,382.57,3.37,14536.71,534
202501,636,636. 세종대왕기념관 교차로,정기권,F,30대,19,509.02,5.12,22173.14,537
202501,636,636. 세종대왕기념관 교차로,정기권,F,40대,20,623.51,6.56,28241.61,261
202501,636,636. 세종대왕기념관 교차로,정기권,F,50대,5,120.83,1.24,5338.69,38
202501,636,636. 세종대왕기념관 교차로,정기권,F,기타,1,32.25,0.28,1215.34,12
202501,636,636. 세종대왕기념관 교차로,정기권,M,20대,12,446.6,3.99,17217.24,138
202501,636,636. 세종대왕기념관 교차로,정기권,M,30대,38,1326.23,10.76,46414.48,353
202501,636,636. 세종대왕기념관 교차로,정기권,M,40대,20,823.43,6.55,28221.24,207
202501,636,636. 세종대왕기념관 교차로,정기권,M,50대,16,965.42,8.46,36466.13,395
202501,636,636. 세종대왕기념관 교차로,정기권,M,60대,7,262.65,2.07,8967.61,107
202501,636,636. 세종대왕기념관 교차로,정기권,M,~10대,4,55.88,0.55,2351.46,15
202501,636,636. 세종대왕기념관 교차로,정기권,M,기타,9,727.71,5.73,24727.59,361
202501,637,637. KAIST 경영대학 앞,일일권,,20대,11,472.58,3.62,15561.15,106
202501,637,637. KAIST 경영대학 앞,일일권,,30대,3,125.87,1.13,4866.15,43
202501,637,637. KAIST 경영대학 앞,일일권,,40대,3,121.97,0.91,3898.88,28
202501,637,637. KAIST 경영대학 앞,일일권,,기타,7,254.6,2.35,10107.61,140
202501,637,637. KAIST 경영대학 앞,일일권,F,20대,3,89.42,0.84,3619.66,21
202501,637,637. KAIST 경영대학 앞,일일권,F,30대,4,184.97,1.67,7186.1,53
202501,637,637. KAIST 경영대학 앞,일일권,F,40대,2,104.91,0.86,3684.39,31
202501,637,637. KAIST 경영대학 앞,일일권,F,50대,1,29.86,0.27,1160.0,11
202501,637,637. KAIST 경영대학 앞,일일권,F,기타,1,43.6,0.46,1965.89,19
202501,637,637. KAIST 경영대학 앞,일일권,M,20대,28,1947.23,16.89,72789.4,475
202501,637,637. KAIST 경영대학 앞,일일권,M,30대,7,381.38,3.03,13076.38,93
202501,637,637. KAIST 경영대학 앞,일일권,M,40대,3,206.17,1.62,6969.71,61
202501,637,637. KAIST 경영대학 앞,일일권,M,50대,3,713.84,6.19,26673.21,59
202501,637,637. KAIST 경영대학 앞,일일권,M,~10대,12,409.19,3.66,15792.74,153
202501,637,637. KAIST 경영대학 앞,정기권,,20대,13,659.43,5.8,24949.43,267
202501,637,637. KAIST 경영대학 앞,정기권,,30대,15,355.76,2.93,12669.66,155
202501,637,637. KAIST 경영대학 앞,정기권,,40대,19,2095.32,16.71,72058.17,459
202501,637,637. KAIST 경영대학 앞,정기권,,50대,13,629.23,5.86,25313.49,344
202501,637,637. KAIST 경영대학 앞,정기권,,60대,2,150.56,1.58,6820.1,55
202501,637,637. KAIST 경영대학 앞,정기권,,기타,6,241.93,2.36,10181.99,73
202501,637,637. KAIST 경영대학 앞,정기권,F,20대,28,1093.68,11.42,49345.84,329
202501,637,637. KAIST 경영대학 앞,정기권,F,30대,16,482.99,4.09,17645.8,125
202501,637,637. KAIST 경영대학 앞,정기권,F,40대,26,1003.44,9.39,40452.94,364
202501,637,637. KAIST 경영대학 앞,정기권,F,50대,1,11.92,0.14,590.0,5
202501,637,637. KAIST 경영대학 앞,정기권,F,60대,11,260.57,2.98,12901.49,107
202501,637,637. KAIST 경영대학 앞,정기권,F,~10대,1,42.54,0.42,1790.28,12
202501,637,637. KAIST 경영대학 앞,정기권,F,기타,1,26.05,0.33,1430.0,8
202501,637,637. KAIST 경영대학 앞,정기권,M,20대,32,1233.33,10.43,44966.0,427
202501,637,637. KAIST 경영대학 앞,정기권,M,30대,55,3349.14,26.11,112455.98,823
202501,637,637. KAIST 경영대학 앞,정기권,M,40대,63,3291.82,26.72,115214.37,968
202501,637,637. KAIST 경영대학 앞,정기권,M,50대,40,2040.96,17.65,76056.45,1166
202501,637,637. KAIST 경영대학 앞,정기권,M,60대,4,59.76,0.47,2059.35,24
202501,637,637. KAIST 경영대학 앞,정기권,M,~10대,15,488.67,4.13,17802.95,171
202501,637,637. KAIST 경영대학 앞,정기권,M,기타,34,2731.87,22.33,96306.15,1478
202501,638,638. 서울시립대 정보기술관,일일권,,20대,6,332.89,2.96,12790.55,102
202501,638,638. 서울시립대 정보기술관,일일권,,기타,1,55.45,0.54,2333.7,19
202501,638,638. 서울시립대 정보기술관,일일권,F,20대,2,48.03,0.62,2650.58,22
202501,638,638. 서울시립대 정보기술관,일일권,F,40대,3,183.72,1.92,8285.01,149
202501,638,638. 서울시립대 정보기술관,일일권,M,20대,8,539.4,4.35,18777.9,179
202501,638,638. 서울시립대 정보기술관,일일권,M,30대,2,160.45,0.92,3973.42,35
202501,638,638. 서울시립대 정보기술관,일일권,M,40대,3,99.74,0.92,3935.46,149
202501,638,638. 서울시립대 정보기술관,정기권,,20대,36,1120.02,10.47,45650.27,619
202501,638,638. 서울시립대 정보기술관,정기권,,30대,1,37.54,0.42,1823.17,28
202501,638,638. 서울시립대 정보기술관,정기권,,40대,1,6.18,0.07,294.61,10
202501,638,638. 서울시립대 정보기술관,정기권,,50대,18,791.3,9.26,39964.55,278
202501,638,638. 서울시립대 정보기술관,정기권,,기타,1,39.83,0.39,1676.24,17
202501,638,638. 서울시립대 정보기술관,정기권,F,20대,11,313.33,3.21,13929.48,206
202501,638,638. 서울시립대 정보기술관,정기권,F,30대,11,287.78,2.82,12170.45,111
202501,638,638. 서울시립대 정보기술관,정기권,F,40대,5,255.06,2.45,10526.45,99
202501,638,638. 서울시립대 정보기술관,정기권,F,기타,3,123.4,1.12,4794.19,38
202501,638,638. 서울시립대 정보기술관,정기권,M,20대,85,3809.98,34.48,148685.78,1296
202501,638,638. 서울시립대 정보기술관,정기권,M,30대,8,703.59,5.26,22661.51,162
202501,638,638. 서울시립대 정보기술관,정기권,M,50대,20,962.09,7.83,33617.99,215
202501,638,638. 서울시립대 정보기술관,정기권,M,~10대,1,23.99,0.21,904.05,5
202501,638,638. 서울시립대 정보기술관,정기권,M,기타,4,118.87,1.07,4617.81,32
202501,639,639. 서울시립대 후문,일일권,,20대,7,269.36,2.32,10008.63,142
202501,639,639. 서울시립대 후문,일일권,,30대,3,91.67,0.63,2723.48,10
202501,639,639. 서울시립대 후문,일일권,,기타,1,36.53,0.36,1537.63,36
202501,639,639. 서울시립대 후문,일일권,F,20대,1,48.84,0.44,1897.34,12
202501,639,639. 서울시립대 후문,일일권,F,40대,1,5.19,0.05,234.0,50
202501,639,639. 서울시립대 후문,일일권,M,20대,25,1098.07,9.36,40336.84,367
202501,639,639. 서울시립대 후문,일일권,M,30대,3,78.02,0.53,2322.57,16
202501,639,639. 서울시립대 후문,일일권,M,기타,2,129.18,1.01,4349.47,25
202501,639,639. 서울시립대 후문,정기권,,20대,36,876.48,9.18,39696.98,369
202501,639,639. 서울시립대 후문,정기권,,30대,3,88.62,0.72,3122.43,64
202501,639,639. 서울시립대 후문,정기권,,40대,10,2138.12,19.27,83065.92,455
202501,639,639. 서울시립대 후문,정기권,,50대,1,16.73,0.21,918.55,5
202501,639,639. 서울시립대 후문,정기권,,60대,10,118.6,1.32,5760.41,33
202501,639,639. 서울시립대 후문,정기권,,기타,1,13.88,0.14,584.15,4
202501,639,639. 서울시립대 후문,정기권,F,20대,22,759.72,7.26,31792.14,407
202501,639,639. 서울시립대 후문,정기권,F,30대,2,87.4,0.86,3700.0,73
202501,639,639. 서울시립대 후문,정기권,F,40대,1,43.71,0.39,1698.1,16
202501,639,639. 서울시립대 후문,정기권,F,기타,5,74.39,0.69,2989.83,40
202501,639,639. 서울시립대 후문,정기권,M,20대,100,4948.7,42.13,182738.96,1767
202501,639,639. 서울시립대 후문,정기권,M,30대,17,427.34,3.67,17068.89,209
202501,639,639. 서울시립대 후문,정기권,M,40대,1,99.86,0.78,3362.38,78
202501,639,639. 서울시립대 후문,정기권,M,50대,7,435.4,3.76,16250.02,180
202501,639,639. 서울시립대 후문,정기권,M,~10대,1,30.12,0.27,1170.0,7
202501,639,639. 서울시립대 후문,정기권,M,기타,2,65.94,0.59,2561.7,21
202501,640,640. 동대문경찰서 교차로,일일권,,20대,5,261.14,2.44,10498.83,134
202501,640,640. 동대문경찰서 교차로,일일권,,30대,5,205.2,1.82,7824.44,60
202501,640,640. 동대문경찰서 교차로,일일권,,40대,2,440.84,3.39,14606.14,121
202501,640,640. 동대문경찰서 교차로,일일권,F,20대,1,30.54,0.28,1186.45,17
202501,640,640. 동대문경찰서 교차로,일일권,F,30대,2,110.99,1.25,5402.22,83
202501,640,640. 동대문경찰서 교차로,일일권,F,40대,1,23.76,0.21,923.2,6
202501,640,640. 동대문경찰서 교차로,일일권,F,50대,1,119.76,1.08,4652.65,32
202501,640,640. 동대문경찰서 교차로,일일권,F,~10대,2,100.3,0.78,3377.2,70
202501,640,640. 동대문경찰서 교차로,일일권,M,20대,11,874.41,7.28,31431.9,193
202501,640,640. 동대문경찰서 교차로,일일권,M,30대,3,231.96,1.69,7255.04,57
202501,640,640. 동대문경찰서 교차로,일일권,M,40대,4,187.04,1.4,6030.35,75
202501,640,640. 동대문경찰서 교차로,일일권,M,60대,14,2821.42,21.49,92529.95,455
202501,640,640. 동대문경찰서 교차로,일일권,M,~10대,2,154.99,1.33,5739.29,61
202501,640,640. 동대문경찰서 교차로,일일권,M,기타,2,168.17,1.92,8298.33,59
202501,640,640. 동대문경찰서 교차로,일일권(비회원),,기타,2,212.68,1.91,8262.7,73
202501,640,640. 동대문경찰서 교차로,정기권,,20대,11,464.65,4.58,19683.25,215
202501,640,640. 동대문경찰서 교차로,정기권,,30대,28,1893.5,16.44,70831.55,506
202501,640,640. 동대문경찰서 교차로,정기권,,40대,12,582.23,4.91,21168.72,262
202501,640,640. 동대문경찰서 교차로,정기권,,50대,11,448.7,4.14,17799.75,420
202501,640,640. 동대문경찰서 교차로,정기권,,60대,9,279.41,2.37,10226.31,377
202501,640,640. 동대문경찰서 교차로,정기권,,~10대,1,6.15,0.06,238.75,23
202501,640,640. 동대문경찰서 교차로,정기권,,기타,6,116.66,2.03,8682.8,96
202501,640,640. 동대문경찰서 교차로,정기권,F,20대,28,995.27,9.94,42955.82,467
202501,640,640. 동대문경찰서 교차로,정기권,F,30대,13,422.11,4.06,17500.89,164
202501,640,640. 동대문경찰서 교차로,정기권,F,40대,24,972.97,9.29,40149.26,388
202501,640,640. 동대문경찰서 교차로,정기권,F,50대,41,1388.34,14.15,61013.02,871
202501,640,640. 동대문경찰서 교차로,정기권,F,60대,3,81.99,0.9,3882.03,40
202501,640,640. 동대문경찰서 교차로,정기권,F,70대이상,1,72.3,0.65,2808.99,26
202501,640,640. 동대문경찰서 교차로,정기권,F,기타,7,261.41,2.52,10930.79,121
202501,640,640. 동대문경찰서 교차로,정기권,M,20대,57,2021.08,17.08,73486.46,635
202501,640,640. 동대문경찰서 교차로,정기권,M,30대,72,4016.23,30.73,132596.22,1633
202501,640,640. 동대문경찰서 교차로,정기권,M,40대,82,4052.77,33.01,142252.9,926
202501,640,640. 동대문경찰서 교차로,정기권,M,50대,58,3400.52,26.85,115869.33,1132
202501,640,640. 동대문경찰서 교차로,정기권,M,60대,45,933.7,8.63,37179.65,379
202501,640,640. 동대문경찰서 교차로,정기권,M,70대이상,2,291.75,2.61,11241.94,99
202501,640,640. 동대문경찰서 교차로,정기권,M,~10대,2,151.08,1.11,4769.01,32
202501,640,640. 동대문경찰서 교차로,정기권,M,기타,12,701.21,5.12,22067.69,159
202501,641,641. 용두역 4번출구,일일권,,20대,13,887.41,9.03,38966.09,285
202501,641,641. 용두역 4번출구,일일권,,30대,17,826.09,7.58,32667.93,314
202501,641,641. 용두역 4번출구,일일권,,40대,3,397.65,3.58,15448.42,115
202501,641,641. 용두역 4번출구,일일권,,50대,3,92.13,0.75,3231.3,160
202501,641,641. 용두역 4번출구,일일권,,기타,3,482.58,5.29,22783.63,182
202501,641,641. 용두역 4번출구,일일권,F,20대,6,1298.46,12.18,52503.5,75
202501,641,641. 용두역 4번출구,일일권,F,30대,5,222.9,2.09,8989.23,70
202501,641,641. 용두역 4번출구,일일권,F,40대,2,776.11,7.67,33026.58,292
202501,641,641. 용두역 4번출구,일일권,F,50대,2,238.47,2.15,9264.76,57
202501,641,641. 용두역 4번출구,일일권,F,~10대,3,227.7,2.24,9651.04,73
202501,641,641. 용두역 4번출구,일일권,F,기타,6,273.51,2.77,11953.08,84
202501,641,641. 용두역 4번출구,일일권,M,20대,33,1643.44,14.1,60842.36,508
202501,641,641. 용두역 4번출구,일일권,M,30대,16,1328.34,10.93,47059.55,436
202501,641,641. 용두역 4번출구,일일권,M,40대,9,900.35,7.09,30615.35,220
202501,641,641. 용두역 4번출구,일일권,M,50대,6,163.64,1.32,5697.84,48
202501,641,641. 용두역 4번출구,일일권,M,60대,5,93.19,0.97,4202.06,38
202501,641,641. 용두역 4번출구,일일권,M,~10대,5,427.42,3.97,17117.21,145
202501,641,641. 용두역 4번출구,일일권,M,기타,5,110.2,0.97,4235.56,89
202501,641,641. 용두역 4번출구,일일권(비회원),,기타,7,429.8,3.87,16698.08,123
202501,641,641. 용두역 4번출구,정기권,,20대,28,1449.42,12.29,52926.29,522
202501,641,641. 용두역 4번출구,정기권,,30대,45,2363.19,19.24,82950.14,915
202501,641,641. 용두역 4번출구,정기권,,40대,35,1300.07,11.64,50255.74,480
202501,641,641. 용두역 4번출구,정기권,,50대,63,6365.74,54.19,233692.64,2188
202501,641,641. 용두역 4번출구,정기권,,60대,16,906.64,7.7,33296.21,248
202501,641,641. 용두역 4번출구,정기권,,기타,18,1106.98,9.6,41391.32,334
202501,641,641. 용두역 4번출구,정기권,F,20대,21,1146.69,11.2,48304.69,382
202501,641,641. 용두역 4번출구,정기권,F,30대,96,3392.89,36.98,163233.0,1563
202501,641,641. 용두역 4번출구,정기권,F,40대,36,1468.19,14.29,61564.94,675
202501,641,641. 용두역 4번출구,정기권,F,50대,41,1412.52,14.14,61152.59,988
202501,641,641. 용두역 4번출구,정기권,F,60대,27,1379.2,13.53,58246.24,729
202501,641,641. 용두역 4번출구,정기권,F,~10대,3,361.18,3.34,14409.08,137
202501,641,641. 용두역 4번출구,정기권,F,기타,13,891.09,8.53,36839.27,394
202501,641,641. 용두역 4번출구,정기권,M,20대,84,3792.15,30.82,132763.63,1404
202501,641,641. 용두역 4번출구,정기권,M,30대,106,5843,46.56,200758.08,1511
202501,641,641. 용두역 4번출구,정기권,M,40대,88,7161.13,52.43,230270.13,3681
202501,641,641. 용두역 4번출구,정기권,M,50대,97,5650.24,44.76,192869.29,1948
202501,641,641. 용두역 4번출구,정기권,M,60대,40,2291.26,19.32,83158.41,1201
202501,641,641. 용두역 4번출구,정기권,M,70대이상,21,2109.95,18.79,80927.51,850
202501,641,641. 용두역 4번출구,정기권,M,~10대,20,548,4.8,20769.28,173
202501,641,641. 용두역 4번출구,정기권,M,기타,22,900.65,7.64,32976.48,350
202501,642,642. 신답역 사거리,일일권,,20대,5,518.63,4.71,20286.65,135
202501,642,642. 신답역 사거리,일일권,,30대,8,224.58,2.05,8793.21,129
202501,642,642. 신답역 사거리,일일권,,40대,2,94.82,0.96,4128.6,26
202501,642,642. 신답역 사거리,일일권,,기타,1,17.94,0.18,755.0,6
202501,642,642. 신답역 사거리,일일권,F,20대,8,396.07,4.39,18938.86,155
202501,642,642. 신답역 사거리,일일권,F,30대,8,182.46,1.65,7128.79,123
202501,642,642. 신답역 사거리,일일권,F,40대,2,69.82,0.8,3438.42,55
202501,642,642. 신답역 사거리,일일권,F,~10대,3,361.5,3.33,14344.32,82
202501,642,642. 신답역 사거리,일일권,F,기타,2,22.12,0.26,1113.76,6
202501,642,642. 신답역 사거리,일일권,M,20대,20,680.34,6.45,27775.18,195
202501,642,642. 신답역 사거리,일일권,M,30대,23,434.26,3.58,15367.26,115
202501,642,642. 신답역 사거리,일일권,M,40대,5,313.33,2.22,9564.33,115
202501,642,642. 신답역 사거리,일일권,M,~10대,2,94.38,0.85,3671.7,25
202501,642,642. 신답역 사거리,일일권,M,기타,1,8.32,0.07,283.88,2
202501,642,642. 신답역 사거리,일일권(비회원),,기타,2,58.75,0.53,2282.47,72
202501,642,642. 신답역 사거리,정기권,,20대,80,2046,17.46,75184.83,533
202501,642,642. 신답역 사거리,정기권,,30대,91,2147.59,19.2,83020.54,676
202501,642,642. 신답역 사거리,정기권,,40대,72,2063.25,19.26,83096.42,838
202501,642,642. 신답역 사거리,정기권,,50대,37,1994.03,17.29,74558.68,529
202501,642,642. 신답역 사거리,정기권,,60대,1,18.46,0.17,740.0,9
202501,642,642. 신답역 사거리,정기권,,~10대,1,31.54,0.31,1350.0,8
202501,642,642. 신답역 사거리,정기권,,기타,1,67.12,0.6,2607.52,14
202501,642,642. 신답역 사거리,정기권,F,20대,82,1129.63,11.29,48495.63,664
202501,642,642. 신답역 사거리,정기권,F,30대,65,815.79,8.5,36539.11,344
202501,642,642. 신답역 사거리,정기권,F,40대,33,1227.04,11.82,50893.8,582
202501,642,642. 신답역 사거리,정기권,F,50대,9,309.74,2.88,12412.04,145
202501,642,642. 신답역 사거리,정기권,F,기타,28,771.78,6.57,28315.47,228
202501,642,642. 신답역 사거리,정기권,M,20대,70,1871.26,16.56,71305.38,547
202501,642,642. 신답역 사거리,정기권,M,30대,133,3687.77,30.34,131085.51,1746
202501,642,642. 신답역 사거리,정기권,M,40대,145,4431.39,36.38,158628.93,1425
202501,642,642. 신답역 사거리,정기권,M,50대,60,2286.63,18.57,79885.77,701
202501,642,642. 신답역 사거리,정기권,M,60대,17,648.47,5.41,23274.93,200
202501,642,642. 신답역 사거리,정기권,M,~10대,14,626.48,5.51,23743.83,232
202501,642,642. 신답역 사거리,정기권,M,기타,36,921.93,7.88,33958.25,327
202501,643,643. 동대문구민체육센터 (육교아래),일일권,,20대,10,1418.96,13.6,58561.26,479
202501,643,643. 동대문구민체육센터 (육교아래),일일권,,30대,10,780.48,6.8,29288.79,550
202501,643,643. 동대문구민체육센터 (육교아래),일일권,,40대,6,322.87,2.47,10611.19,136
202501,643,643. 동대문구민체육센터 (육교아래),일일권,,50대,1,302.49,2.61,11233.35,82
202501,643,643. 동대문구민체육센터 (육교아래),일일권,,기타,1,49.18,0.44,1910.6,13
202501,643,643. 동대문구민체육센터 (육교아래),일일권,F,20대,22,1704.66,18.44,79488.45,812
202501,643,643. 동대문구민체육센터 (육교아래),일일권,F,30대,15,1242.99,11.81,50834.92,583
202501,643,643. 동대문구민체육센터 (육교아래),일일권,F,40대,11,1288.21,12.75,55032.01,427
202501,643,643. 동대문구민체육센터 (육교아래),일일권,F,50대,5,372.42,3.83,16522.52,163
202501,643,643. 동대문구민체육센터 (육교아래),일일권,F,~10대,4,585.91,5.96,25680.84,213
202501,643,643. 동대문구민체육센터 (육교아래),일일권,F,기타,7,886.88,8.54,36802.27,271
202501,643,643. 동대문구민체육센터 (육교아래),일일권,M,20대,41,4499.12,35.68,153793.09,972
202501,643,643. 동대문구민체육센터 (육교아래),일일권,M,30대,15,1873.57,15.6,67296.01,513
202501,643,643. 동대문구민체육센터 (육교아래),일일권,M,40대,5,237.2,2.12,9146.67,179
202501,643,643. 동대문구민체육센터 (육교아래),일일권,M,50대,4,547.59,4.31,18611.65,134
202501,643,643. 동대문구민체육센터 (육교아래),일일권,M,60대,1,287.26,2.59,11160.0,49
202501,643,643. 동대문구민체육센터 (육교아래),일일권,M,~10대,12,1060.49,9.56,41185.21,344
202501,643,643. 동대문구민체육센터 (육교아래),일일권,M,기타,5,545.48,4.57,19734.5,194
202501,643,643. 동대문구민체육센터 (육교아래),일일권(비회원),,기타,5,415.18,3.75,16129.83,281
202501,643,643. 동대문구민체육센터 (육교아래),정기권,,20대,51,4051.62,36.26,160603.57,1661
202501,643,643. 동대문구민체육센터 (육교아래),정기권,,30대,28,2568.63,21.41,92392.34,731
202501,643,643. 동대문구민체육센터 (육교아래),정기권,,40대,62,4066.17,33.85,145614.88,1831
202501,643,643. 동대문구민체육센터 (육교아래),정기권,,50대,51,6279.52,54.48,234718.81,2355
202501,643,643. 동대문구민체육센터 (육교아래),정기권,,60대,15,1066.91,8.45,36489.63,311
202501,643,643. 동대문구민체육센터 (육교아래),정기권,,기타,11,876.23,8.44,36386.5,290
202501,643,643. 동대문구민체육센터 (육교아래),정기권,F,20대,12,525.14,5.12,22147.34,205
202501,643,643. 동대문구민체육센터 (육교아래),정기권,F,30대,41,3281.51,34.8,149978.61,969
202501,643,643. 동대문구민체육센터 (육교아래),정기권,F,40대,64,3619.67,37.35,161013.44,1287
202501,643,643. 동대문구민체육센터 (육교아래),정기권,F,50대,50,3945.37,35.5,152819.48,1415
202501,643,643. 동대문구민체육센터 (육교아래),정기권,F,60대,21,730.74,7.83,33817.02,220
202501,643,643. 동대문구민체육센터 (육교아래),정기권,F,70대이상,1,121.2,1.29,5564.96,87
202501,643,643. 동대문구민체육센터 (육교아래),정기권,F,기타,6,169.03,1.52,6566.75,89
202501,643,643. 동대문구민체육센터 (육교아래),정기권,M,20대,78,4098.06,32.27,139230.47,1251
202501,643,643. 동대문구민체육센터 (육교아래),정기권,M,30대,109,6580.1,55.83,240927.68,1658
202501,643,643. 동대문구민체육센터 (육교아래),정기권,M,40대,101,11764.97,80.37,346531.7,2355
202501,643,643. 동대문구민체육센터 (육교아래),정기권,M,50대,99,10771.07,79.92,344334.01,3371
202501,643,643. 동대문구민체육센터 (육교아래),정기권,M,60대,32,1096.97,9.81,42279.96,388
202501,643,643. 동대문구민체육센터 (육교아래),정기권,M,70대이상,29,4102.97,36.99,159400.99,1418
202501,643,643. 동대문구민체육센터 (육교아래),정기권,M,~10대,6,386.39,3.26,14077.2,135
202501,643,643. 동대문구민체육센터 (육교아래),정기권,M,기타,22,1247.33,9.58,41250.27,290
202501,648,648. 장안동위더스빌옆,일일권,,20대,10,331.73,3.02,13022.05,124
202501,648,648. 장안동위더스빌옆,일일권,,30대,8,394.18,3.27,14112.86,192
202501,648,648. 장안동위더스빌옆,일일권,,40대,3,110.54,0.87,3763.03,96
202501,648,648. 장안동위더스빌옆,일일권,,50대,2,167.26,1.64,7039.47,42
202501,648,648. 장안동위더스빌옆,일일권,,~10대,1,62.73,0.41,1760.02,10
202501,648,648. 장안동위더스빌옆,일일권,,기타,4,189.06,1.83,7883.08,64
202501,648,648. 장안동위더스빌옆,일일권,F,20대,11,352.39,3.46,14901.12,108
202501,648,648. 장안동위더스빌옆,일일권,F,30대,5,238.68,2.33,10053.65,139
202501,648,648. 장안동위더스빌옆,일일권,F,40대,12,711.67,6.43,27703.54,477
202501,648,648. 장안동위더스빌옆,일일권,F,50대,4,96.36,0.9,3905.08,82
202501,648,648. 장안동위더스빌옆,일일권,F,~10대,2,71.12,0.86,3714.37,24
202501,648,648. 장안동위더스빌옆,일일권,F,기타,4,202.98,1.84,7885.78,55
202501,648,648. 장안동위더스빌옆,일일권,M,20대,32,1626.3,13.42,57870.39,558
202501,648,648. 장안동위더스빌옆,일일권,M,30대,16,1318.39,10.02,43134.42,451
202501,648,648. 장안동위더스빌옆,일일권,M,40대,7,538.55,4.35,18741.27,144
202501,648,648. 장안동위더스빌옆,일일권,M,50대,1,36.71,0.29,1270.0,9
202501,648,648. 장안동위더스빌옆,일일권,M,~10대,21,1345.33,11.54,49701.37,430
202501,648,648. 장안동위더스빌옆,일일권,M,기타,1,13.12,0.1,414.16,4
202501,648,648. 장안동위더스빌옆,일일권(비회원),,기타,6,199.79,1.8,7761.9,73
202501,648,648. 장안동위더스빌옆,정기권,,20대,95,3122.48,26.3,113284.03,1171
202501,648,648. 장안동위더스빌옆,정기권,,30대,129,5192.19,45.09,195811.39,1824
202501,648,648. 장안동위더스빌옆,정기권,,40대,88,3397.19,29.61,127572.61,1557
202501,648,648. 장안동위더스빌옆,정기권,,50대,22,778.74,6.34,27982.99,272
202501,648,648. 장안동위더스빌옆,정기권,,60대,3,113.82,0.94,4018.56,67
202501,648,648. 장안동위더스빌옆,정기권,,기타,4,117.18,1.06,4552.5,33
202501,648,648. 장안동위더스빌옆,정기권,F,20대,120,5699.57,42.94,186696.78,1852
202501,648,648. 장안동위더스빌옆,정기권,F,30대,70,3099.52,26.46,113937.12,1645
202501,648,648. 장안동위더스빌옆,정기권,F,40대,111,4758.86,50.12,215880.81,4695
202501,648,648. 장안동위더스빌옆,정기권,F,50대,58,2603.81,24.56,105816.63,1389
202501,648,648. 장안동위더스빌옆,정기권,F,60대,40,3507.75,33.03,142373.88,850
202501,648,648. 장안동위더스빌옆,정기권,F,70대이상,1,92.27,1.08,4660.0,56
202501,648,648. 장안동위더스빌옆,정기권,F,~10대,3,119.44,1.11,4812.19,39
202501,648,648. 장안동위더스빌옆,정기권,F,기타,31,693.98,6.41,27528.69,609
202501,648,648. 장안동위더스빌옆,정기권,M,20대,78,5936.85,41.57,179245.58,1855
202501,648,648. 장안동위더스빌옆,정기권,M,30대,248,10955.07,92.14,399441.68,5035
202501,648,648. 장안동위더스빌옆,정기권,M,40대,174,6672.59,52.05,225034.16,3129
202501,648,648. 장안동위더스빌옆,정기권,M,50대,85,8272.18,70.01,304222.21,3037
202501,648,648. 장안동위더스빌옆,정기권,M,60대,61,2829,22.79,98241.6,2705
202501,648,648. 장안동위더스빌옆,정기권,M,~10대,31,1284.98,11.44,49346.76,437
202501,648,648. 장안동위더스빌옆,정기권,M,기타,41,2713.14,16.41,70564.51,381
202501,650,650. 중랑교사거리,일일권,,20대,13,2171.93,18.36,79072.66,444
202501,650,650. 중랑교사거리,일일권,,30대,4,186.48,1.69,7311.11,63
202501,650,650. 중랑교사거리,일일권,,40대,1,42.99,0.39,1670.0,13
202501,650,650. 중랑교사거리,일일권,,기타,5,679.32,6.63,28591.21,227
202501,650,650. 중랑교사거리,일일권,F,20대,18,1592.9,15.5,66839.25,514
202501,650,650. 중랑교사거리,일일권,F,30대,3,131.18,1.33,5757.0,68
202501,650,650. 중랑교사거리,일일권,F,40대,1,160.09,1.44,6219.6,103
202501,650,650. 중랑교사거리,일일권,F,~10대,7,579.24,5.57,24025.1,263
202501,650,650. 중랑교사거리,일일권,F,기타,1,6.3,0.07,318.08,5
202501,650,650. 중랑교사거리,일일권,M,20대,22,2538.37,21.51,92653.18,587
202501,650,650. 중랑교사거리,일일권,M,30대,3,294.66,2.38,10278.6,49
202501,650,650. 중랑교사거리,일일권,M,40대,2,413.88,3.17,13636.38,78
202501,650,650. 중랑교사거리,일일권,M,50대,1,39.67,0.35,1495.26,10
